Section;Sequence;Full Index;Item Code;Item Revision;Item Description;Quantity;Master PDO;CO;FMO;Action;Comment;Whse;Issue Type;Legacy PO;SAP PO;SubCon PO;Master PDO Status;Assembly Drwg;Assembly Drwg Rev
01 - Vessel External;;01:080;903G581;2;Chuck port blanking flanges;1;6973;1111;0;Procure New;Quantity Increased;Pennine;FF;;;;In Assembly;;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010;910G556-1650;0;Vessel Assembly with Roof Tracks K5-Expert;1;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M002;419G478-1650;2;Roof Track Beam;1;7566;0;0;;;Pennine;FF;;3742;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M003;419G479-1650;1;Roof Track Beam;1;7566;0;0;;;Pennine;FF;;3742;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M004;402G660;2;Roof Track End Plate;1;7566;0;0;;;Pennine;FF;;3742;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M005;403G770;0;Runway Beam Packer;12;7566;0;0;;;Pennine;FF;;3742;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M006;432G568;0;4IN Vent Diffuser;1;7566;0;0;;;Pennine;FF;;3739;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M007;303G349-IT.C;0;Electrical Leadthrough Flange;2;7566;0;0;;;Pennine;FF;;3739;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M009;411G663;0;Roof Track End Plate;1;7566;0;0;;;Pennine;FF;;3742;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M010;412G277;1;COVER PLATE;2;7566;0;0;;;Pennine;FF;;3742;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M011;419G997;0;TRANSPORT BRACKET;2;7566;0;0;;;Pennine;FF;;3742;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M012;420G364-IT1;0;TRANSPORT BRACKET;1;7566;0;0;;;Pennine;FF;;3742;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M013;420G364-IT2;0;TRANSPORT BRACKET;1;7566;0;0;;;Pennine;FF;;3742;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M014;422G946;0;Blanking Plate;1;7566;0;0;;;Pennine;FF;;3739;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M015;423G930;0;Cable Ladder Bracket;2;7566;0;0;;;Pennine;FF;;4169;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M016;427G928-IT1;0;Cable Tray Bracket;3;7566;0;0;;;Pennine;FF;;4169;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:M017;427G928-IT3;0;Cable Tray Bracket;1;7566;0;0;;;Pennine;FF;;4169;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:B001;239250;0;Seal O Ring RM0793-57 Nitrile;2;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:B002;239204;0;Seal O Ring RM3393-57 Nitrile;1;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:B003;6131478G;0;SW4 Hold Down Bracket HDG;4;7566;0;0;;;Pennine;FF;;4129;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S001;421575;1;Bolt HEXHD M12x35 GRADE 8.8;8;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S002;421574;0;Bolt HEXHD M20x50;36;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S003;421030;0;PLAIN WASHER M12;8;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S004;421070;0;PLAIN WASHER M20;68;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S006;421072;0;NUT FULL HEXAGON M20;16;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S007;4211299;1;SOCKET CAP SCREW M20 x 90 GRADE 12.9;8;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S008;4211428;1;SOCKET CAP SCREW M20 x 120 GRADE 12.9;8;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S009;421019;1;Socket Head Capscrew M6 x 20 GRADE 12.9;16;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S010;421034;0;WASHER PLAIN M6;20;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S011;421022;0;Washer Spring M6;8;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S013;421121;1;SOCKET CAP SCREW M6 x 16 GRADE 12.9;4;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S014;421122;1;SOCKET CAP SCREW M10 x 30 GRADE 12.9;10;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S015;421029;0;PLAIN WASHER M10;26;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S016;421035;1;SOCKET CAP SCREW M10 x 25 GRADE 12.9;12;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:010 - Vessel Assembly with Roof Tracks K5-Expert;01:010:S017;421027;0;NUT FULL HEX M10;4;7566;0;0;;;Pennine;C;;;;Built;435G150;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020;908G633-650 WIDE;0;Source Sight Glass Assembly;3;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:M001;421G666-IT1;0;Polycarbonate Window;3;6991;0;0;;;Pennine;FF;;4169;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:M002;421G667;0;Window Clamp Block;6;6991;0;0;;;Pennine;FF;;4169;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:M003;319G635;0;WINDOW HINGE CAR BLK;6;6991;0;0;;;Pennine;FF;;8213;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:M004;421G670-IT660;3;Glass Panel;3;6991;0;0;;;Pennine;FF;;2774;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:M005;421G672;1;Bracket;6;6991;0;0;;;Pennine;FF;;4169;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:B001;422003;0;Hinge Chrome Dirak 217-9110;6;6991;0;0;;;Pennine;FF;;2808;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:B002;235182;0;Spring Compression RS751-607;12;6991;0;0;;;Pennine;FF;;3052;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:B003;422099G;0;Toggle Clamp WDS 4003-201;6;6991;0;0;;;Pennine;FF;;2807;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:B004;239862G;0;Seal O Ring 8.4c/sx536mm mean dia Nitrile;3;6991;0;0;;;Pennine;FF;;2808;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:B005;421039;0;Screw Shoulder Screw 8mm (M6) x 25lg;12;6991;0;0;;;Pennine;C;;;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:B006;2441916;0;Potted Magnet;6;6991;0;0;;;Pennine;FF;;3052;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:B007;268224G;0;Loctite GlassBond 3ml Tube;3;6991;0;0;;;Pennine;FF;;3052;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:B008;240027G;0;ADJUSTABLE BOLT COVER;6;6991;0;0;;;Pennine;FF;;2807;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:S001;4211900G;1;Screw HEXHD Setscrew M5x30 GRADE 8.8;6;6991;0;0;;;Pennine;C;;;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:S002;421239;0;Screw Socket M5x12 CSKHD;12;6991;0;0;;;Pennine;C;;;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:S003;421023;0;Screw Countersunk Head Socket M5x16;12;6991;0;0;;;Pennine;C;;;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:S004;421147;1;SOCKET CAP SCREW M4 x 12 GRADE 12.9;24;6991;0;0;;;Pennine;C;;;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:S005;421054;0;PLAIN WASHER M8;12;6991;0;0;;;Pennine;C;;;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:S006;421164;0;WASHER PLAIN M5;6;6991;0;0;;;Pennine;C;;;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:S007;421194;0;Washer Plain M4;24;6991;0;0;;;Pennine;C;;;;Built;421G665;
01 - Vessel External;01:020 - Source Sight Glass Assembly;01:020:S008;421138;1;SOCKET CAP SCREW M8 x 25 GRADE 12.9;12;6991;0;0;;;Pennine;C;;;;Built;421G665;
01 - Vessel External;01:025 - Rectangular Sightglass Assy (Mech Viewing);01:025;903G484-650W;0;Rectangular Sightglass Assy (Mech Viewing);3;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:025 - Rectangular Sightglass Assy (Mech Viewing);01:025:M001;403G963-IT.1;1;Polycarbonate Window;3;6992;0;0;;;Pennine;FF;;4169;;Built;403G961;
01 - Vessel External;01:025 - Rectangular Sightglass Assy (Mech Viewing);01:025:B001;204184G;0;Flanged Bush - Igus GFM-121620-16;48;6992;212;0;Remove Procure New;Replace;Pennine;FF;;6421;;Built;;
01 - Vessel External;01:025 - Rectangular Sightglass Assy (Mech Viewing);01:025:B002;239624G;0;O RINGS 8.4MM CROSS SECTION 560MM MEAN DIAMETER;3;6992;0;0;;;Pennine;C;;;;Built;403G961;
01 - Vessel External;01:025 - Rectangular Sightglass Assy (Mech Viewing);01:025:S001;421018;1;SOCKET CAP SCREW M10 x 35 GRADE 12.9;48;6992;0;0;;;Pennine;C;;;;Built;403G961;
01 - Vessel External;01:025 - Rectangular Sightglass Assy (Mech Viewing);01:025:S002;421029;0;PLAIN WASHER M10;48;6992;0;0;;;Pennine;C;;;;Built;403G961;
01 - Vessel External;01:030 - Arangement of 400 Square Sightglass;01:030;909G430;0;Arangement of 400 Square Sightglass;2;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:030 - Arangement of 400 Square Sightglass;01:030:M001;425G378;0;Square Viewing Window;2;6993;0;0;;;Pennine;FF;;2777;;Built;425G384;2
01 - Vessel External;01:030 - Arangement of 400 Square Sightglass;01:030:B001;204184G;0;Flanged Bush - Igus GFM-121620-16;16;6993;384;0;Remove Procure New;Replace;Pennine;FF;;;;Built;;
01 - Vessel External;01:030 - Arangement of 400 Square Sightglass;01:030:B002;239204;0;Seal O Ring RM3393-57 Nitrile;2;6993;0;0;;;Pennine;C;;;;Built;425G384;2
01 - Vessel External;01:030 - Arangement of 400 Square Sightglass;01:030:S001;421018;1;SOCKET CAP SCREW M10 x 35 GRADE 12.9;16;6993;0;0;;;Pennine;C;;;;Built;425G384;2
01 - Vessel External;01:030 - Arangement of 400 Square Sightglass;01:030:S002;421029;0;PLAIN WASHER M10;16;6993;0;0;;;Pennine;C;;;;Built;425G384;2
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040;908G442;0;DIFFUSION PUMP LID ASSEMBLY;1;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M001;424G125;1;Diff Pump Lid Shaft;1;6994;0;0;;;Pennine;FF;;3739;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M002;420G937;0;Diff Pump Lid Outer Seal Cap;1;6994;0;0;;;Pennine;FF;;4169;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M003;424G124;0;Diff Pump Lid Bearing Seal Housing;1;6994;0;0;;;Pennine;FF;;4169;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M004;420G939;0;Diff Pump Lid Retaining Plate;1;6994;0;0;;;Pennine;FF;;3739;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M005;420G940;1;Diff Pump Lid Drive Lever;1;6994;0;0;;;Pennine;FF;;4169;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M006;408G795;0;BEARING HOUSING;1;6994;0;0;;;Pennine;FF;;4169;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M007;408G796;0;CLAMP PLATE;1;6994;0;0;;;Pennine;FF;;4169;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M008;420G941;1;Diff Pump Lid Lever Arm;1;6994;0;0;;;Pennine;FF;;4169;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M009;410G315;1;STUD CAM FOLLOWER;1;6994;0;0;;;Pennine;FF;;3739;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M010;410G316;0;Spacer;1;6994;0;0;;;Pennine;FF;;3739;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M011;421G082;0;Diff Pump Lid Mounting Plate;1;6994;0;0;;;Pennine;FF;;3739;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M012;421G089;0;Diff Pump Lid Mounting Bracket;1;6994;0;0;;;Pennine;FF;;3902;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M013;421G075;0;Diff Pump Lid Carriage;1;6994;0;0;;;Pennine;FF;;4169;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M014;410G317;1;WEAR STRIP;2;6994;0;0;;;Pennine;FF;;3739;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M015;421G085;1;Diff Pump Lid Drive Pin;1;6994;0;0;;;Pennine;FF;;4169;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M016;421G076;0;Diff Pump Lid Trunion;1;6994;0;0;;;Pennine;FF;;4169;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M017;421G053;0;LID PLATE DIFF PUMP;1;6994;0;0;;;Pennine;FF;;3739;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M018;421G077;0;Diff Pump Lid Hanger Bracket;1;6994;0;0;;;Pennine;FF;;4169;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M019;407G225;1;Pivot Bracket;1;6994;0;0;;;Pennine;FF;;3739;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M020;410G888;0;Safety Pin;1;6994;0;0;;;Pennine;FF;;3739;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M021;421G078;0;Diff Pump Lid Tailshaft Bracket;4;6994;0;0;;;Pennine;FF;;4169;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M022;418G248-IT15;1;Key;2;6994;0;0;;;Pennine;FF;;3739;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:M023;426G774;5;Diff Lid Cylinder Guard;1;6994;0;0;;;Pennine;FF;;4169;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B001;210910;0;Cylinder DNC-125-160-PPV-A;1;6994;0;0;;;Pennine;FF;;2978;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B002;211373;0;REED SWITCH & CONNECTOR;2;6994;0;0;;;Pennine;FF;;2978;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B003;6131457G;0;M8 Male - M8 Female 3 Pin Conn. Cable PUR/PVC 0.5M;2;6994;0;0;;;Pennine;FF;;3046;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B004;211358;0;Swivel Flange;1;6994;0;0;;;Pennine;FF;;2978;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B005;427142;0;Rod Clevis with Pin & Locknut 14987;1;6994;0;0;;;Pennine;FF;;2978;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B006;2061164G;1;Linear Set LSG-M-20-DD R1065 220 00;4;6994;0;0;;;Pennine;FF;;2855;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B007;2061163G;0;Bearing Shaft 20 dia x 432 lg;2;6994;0;0;;;Pennine;FF;;2855;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B008;205233G;0;SPHERICAL BEARING - SKF GE 25C;1;6994;0;0;;;Pennine;FF;;2964;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B009;200M569;0;DEEP GROOVE BEARING 4208A;1;6994;0;0;;;Pennine;FF;;2964;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B010;239852G;0;SEAL SIMMERRING BABSL45-62-7FKM;2;6994;0;0;;;Pennine;FF;;2853;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B011;233136;0;CIRCLIP INTERNAL D1300-0620;1;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B012;234005;0;CIRCLIP EXTERNAL 1400-0400;2;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B013;200762;0;SPERICAL PLAIN BEARING GE 20 TXE-2RS;1;6994;0;0;;;Pennine;FF;;2964;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B014;200763;0;SPERICAL PLAIN BEARING GE 40 TXE-2LS;1;6994;0;0;;;Pennine;FF;;2964;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B015;214025;0;Nipple Grease M6;1;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B016;203269;0;BUSH GLACIER MB 2530DU;2;6994;0;0;;;Pennine;FF;;2808;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B017;203089;0;BUSH DRY MB3030DU;1;6994;0;0;;;Pennine;FF;;2808;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B018;239198;0;Seal O Ring RM0745-30 Nitrile;1;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B019;239255;0;Seal O Ring RM0795-30 Nitrile;1;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B020;239356;0;Seal O Ring RM0895-30Nitrile;1;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B021;239282;0;Seal O Ring RM1295-30 Nitrile;1;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B022;239786G;0;Seal O Ring 8.4C/S x 813 mean dia Nitrile;1;6994;0;0;;;Pennine;FF;;3045;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B023;427440G;0;Reducing Bush 3/8INBSP to 1/2INBSP SS;2;6994;0;0;;;Pennine;FF;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B024;225354;0;ZINC PLATED CHAIN;1;6994;0;0;;ORDER 10 METRE LENGTH TO STOCK AND CUT TO SUIT;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B025;239661G;0;Seal O Ring RM0345-30;1;6994;369;0;Remove Procure New;Replace;Pennine;C;;;;Built;;
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B027;200859G;0;Bearing Inner Race 40-45-20.5;2;6994;0;0;;;Pennine;FF;;2808;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:B028;4211989G;0;CAPTIVE PANEL SCREW - M6x1;2;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S001;421703;1;SOCKET CAP SCREW M4 x 16 GRADE 12.9;16;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S002;421171;1;SOCKET CAP SCREW M5 x 15 GRADE 12.9;14;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S003;421368;1;SOCKET CAP SCREW M5 x 25 GRADE 12.9;10;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S004;421033;1;SOCKET CAP SCREW M6 x 12 GRADE 12.9;2;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S005;421049;1;SOCKET CAP SCREW M8 x 20 GRADE 12.9;10;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S006;421237;1;SOCKET CAP SCREW M8 x 35 GRADE 12.9;3;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S007;421278;1;SOCKET CAP SCREW M8 x 45 GRADE 12.9;4;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S008;421122;1;SOCKET CAP SCREW M10 x 30 GRADE 12.9;4;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S009;421114;1;SOCKET CAP SCREW M10 x 40 GRADE 12.9;3;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S010;421210;1;SOCKET CAP SCREW M12 x 35 GRADE 12.9;4;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S011;421526;1;SOCKET CAP SCREW M12 x 45 GRADE 12.9;4;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S012;421164;0;WASHER PLAIN M5;8;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S013;421034;0;WASHER PLAIN M6;2;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S014;421054;0;PLAIN WASHER M8;17;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S015;421986;0;Washer Large Heavy M10 Form C (Mild Steel);6;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S016;421030;0;PLAIN WASHER M12;9;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S017;421027;0;NUT FULL HEX M10;3;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S018;421042;0;NUT FULL HEX M12;1;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S019;245011G;0;M12 x 30 GRUB SCREW;4;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:040 - DIFFUSION PUMP LID ASSEMBLY;01:040:S020;421172;1;SOCKET CAP SCREW M5 x 12 GRADE 12.9;2;6994;0;0;;;Pennine;C;;;;Built;424G123;4
01 - Vessel External;01:060 - OPERATOR PANEL 1250-2900 WEB WIDTHS;01:060;912G012-SHORT ARM;0;OPERATOR PANEL 1250-2900 WEB WIDTHS;1;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:060 - OPERATOR PANEL 1250-2900 WEB WIDTHS;01:060:M001;430G744;1;OPERATOR ARM STUD;4;10453;0;0;;;Pennine;FF;;4169;;Built;435G615;
01 - Vessel External;01:060 - OPERATOR PANEL 1250-2900 WEB WIDTHS;01:060:M002;430G753-ITEM.2;1;SUSPENSION TUBE;1;10453;0;0;;;Pennine;FF;;7821;;Built;435G615;
