Section;Sequence;Full Index;Item Code;Item Revision;Item Description;Quantity;Master PDO;CO;FMO;Action;Comment;Whse;Issue Type;Legacy PO;SAP PO;SubCon PO;Master PDO Status;Assembly Drwg;Assembly Drwg Rev
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:052;245G186-2.0M;0;CABLE ASSEMBLY PIRANI / ET200AL;1;7158;0;0;;3434-W12;Pennine;FF;;3046;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:053;245G186-1.0M;0;CABLE ASSEMBLY PIRANI / ET200AL;1;7158;0;0;;3434-W10;Pennine;FF;;3046;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:054;245G186-0.5M;0;CABLE ASSEMBLY PIRANI / ET200AL;1;7158;0;0;;3434-W11;Pennine;FF;;3046;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:061;652176G;0;ET200AL Bus Connection Cable 2xM8, 0.3M;3;7158;0;0;;60-W34, 60-W35, 60-W36;Pennine;FF;;2987;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:063;652189G;0;ET200AL Bus Connection Cable 2xM8 4.0m;2;7158;0;0;;60-W01, 60-W32;Pennine;FF;;3046;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:064;652179G;0;ET200AL Bus Connection Cable 2xM8, 10M;2;7158;0;0;;60-W02, 60-W37;Pennine;FF;;2987;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:071;652191G;0;ET200AL Power Connection Cable 2xM8 0.3m;2;7158;0;0;;60-W14, 60-W15;Pennine;FF;;3046;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:073;652190G;0;ET200AL Power Connection Cable 2xM8 4.0m;1;7158;0;0;;60-W12;Pennine;FF;;3046;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:074;652183G;0;ET200AL Power Connection Cable 2xM8, 10.0M;3;7158;0;0;;60-W04, 60-W16, 60-W17;Pennine;FF;;2987;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:075;652185G;0;ET200AL Power Conn. Cable M8 Female - Open 20.0M;3;7158;0;0;;3400-W01, 3430-W01, 3431-W01;Pennine;FF;;3046;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:080;421769;1;SOCKET CAP SCREW M4x30 GRADE 12.9;12;7158;0;0;;;Pennine;C;;;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:081;421054;0;PLAIN WASHER M8;4;7158;0;0;;;Pennine;C;;;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:082;421138;1;SOCKET CAP SCREW M8 x 25 GRADE 12.9;4;7158;0;0;;;Pennine;C;;;;Built;430G658;
01 - Vessel External;01:721 - K5000 - Vessel Electrical Connections;01:721:M001;429G090;1;Electrical Connections Panel;1;7158;0;0;;;Pennine;FF;;3153;;Built;430G658;
01 - Vessel External;01:725 - K5 Expert - Vessel Panel Lights;0.545138889;909G378-1650;0;K5 Expert - Vessel Panel Lights;1;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:725 - K5 Expert - Vessel Panel Lights;01:725:001;245G263;0;3 Colour LED Light Assembly;2;7159;0;0;;3470-E1/E2;Pennine;FF;;2999;;Built;425G112;
01 - Vessel External;01:725 - K5 Expert - Vessel Panel Lights;01:725:002;6131498G;0;T COUPLER M12 MALE TO M12 FEMALE - PIN TO PIN;2;7159;0;0;;3470-A1/A2;Pennine;FF;;3046;;Built;425G112;
01 - Vessel External;01:725 - K5 Expert - Vessel Panel Lights;01:725:003;6131499G;0;4 PIN CONNECTION CABLE 1M M12 MALE TO FEMALE;1;7159;0;0;;3470-W12;Pennine;FF;;3046;;Built;425G112;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";0.548611111;908G691-1650;0;Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch;1;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:002;616599;1;FC LANE 25 PIN PLUG CODE 0;1;7160;0;0;;3300-X6A;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:003;616600;1;FC LANE 25 PIN BULKHEAD CODE 0;1;7160;0;0;;3300-X6A;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:004;616601;0;FC Lane Cable Outlet Connector;1;7160;0;0;;3300-X6A;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:005;616602;0;FC Lane Outlet Connector Gasket;1;7160;0;0;;3300-X6A;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:012;616604;1;FC LANE 25 PIN PLUG CODE 1;1;7160;0;0;;3302-X6B;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:013;616605;1;FC LANE 25 PIN BULKHEAD CODE 1;1;7160;0;0;;3302-X6B;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:014;616601;0;FC Lane Cable Outlet Connector;1;7160;0;0;;3302-X6B;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:015;616602;0;FC Lane Outlet Connector Gasket;1;7160;0;0;;3302-X6B;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:032;616599;1;FC LANE 25 PIN PLUG CODE 0;1;7160;0;0;;3310-X7A;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:033;616600;1;FC LANE 25 PIN BULKHEAD CODE 0;1;7160;0;0;;3310-X7A;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:034;616601;0;FC Lane Cable Outlet Connector;1;7160;0;0;;3310-X7A;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:035;616602;0;FC Lane Outlet Connector Gasket;1;7160;0;0;;3310-X7A;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:042;616604;1;FC LANE 25 PIN PLUG CODE 1;1;7160;0;0;;3312-X7B;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:043;616605;1;FC LANE 25 PIN BULKHEAD CODE 1;1;7160;0;0;;3312-X7B;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:044;616601;0;FC Lane Cable Outlet Connector;1;7160;0;0;;3312-X7B;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:045;616602;0;FC Lane Outlet Connector Gasket;1;7160;0;0;;3312-X7B;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:062;616610;1;FC LANE 25 PIN PLUG CODE 3;1;7160;0;0;;3029-X8A;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:063;616611;1;FC LANE 25 PIN BULKHEAD CODE 3;1;7160;0;0;;3029-X8A;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:064;616601;0;FC Lane Cable Outlet Connector;1;7160;0;0;;3029-X8A;Pennine;FF;;2854;;Built;;
01 - Vessel External;"01:730 - ""Source Leadthrough(s) HD - K5000 1650, 24 Boats 75mm Pitch""";01:730:065;616602;0;FC Lane Outlet Connector Gasket;1;7160;0;0;;3029-X8A;Pennine;FF;;2854;;Built;;
01 - Vessel External;01:731 - Camera Leadthrough(s);0.549305556;908G692;0;Camera Leadthrough(s);1;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:731 - Camera Leadthrough(s);01:731:011;616598;2;FC LANE 25 PIN SOCKET CODE 0;1;7161;0;0;;3480-X5A;Pennine;FF;;2854;;Built;422G632;
01 - Vessel External;01:731 - Camera Leadthrough(s);01:731:012;616599;1;FC LANE 25 PIN PLUG CODE 0;1;7161;0;0;;3480-X5A;Pennine;FF;;2854;;Built;422G632;
01 - Vessel External;01:731 - Camera Leadthrough(s);01:731:013;616600;1;FC LANE 25 PIN BULKHEAD CODE 0;1;7161;0;0;;3480-X5A;Pennine;FF;;2854;;Built;422G632;
01 - Vessel External;01:731 - Camera Leadthrough(s);01:731:014;616601;0;FC Lane Cable Outlet Connector;2;7161;0;0;;3480-X5A;Pennine;FF;;2854;;Built;422G632;
01 - Vessel External;01:731 - Camera Leadthrough(s);01:731:015;616602;0;FC Lane Outlet Connector Gasket;2;7161;0;0;;3480-X5A;Pennine;FF;;2854;;Built;422G632;
01 - Vessel External;01:732 - Vessel Lights & Leadthrough(s);0.55;908G693-1650;0;Vessel Lights & Leadthrough(s);1;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:732 - Vessel Lights & Leadthrough(s);01:732:003;616623;1;FC LANE 6 PIN BULKHEAD CODE 0;1;7162;0;0;;3062-X2A;Pennine;FF;;2854;;Built;422G629;
01 - Vessel External;01:732 - Vessel Lights & Leadthrough(s);01:732:013;616623;1;FC LANE 6 PIN BULKHEAD CODE 0;1;7162;0;0;;3063-X3A;Pennine;FF;;2854;;Built;422G629;
01 - Vessel External;01:732 - Vessel Lights & Leadthrough(s);01:732:021;559897G;0;FLOURESCENT TUBE T8 4FT (1200mm) DAYLIGHT;2;7162;0;0;;3062/63-E11/E14 - Width Dependant;Pennine;C;;;;Built;422G629;
01 - Vessel External;01:732 - Vessel Lights & Leadthrough(s);01:732:022;4211477G;0;Terry Spring Clip 1IN;4;7162;0;0;;3062/63-E11/E14 - Width Dependant;Pennine;C;;;;Built;422G629;
01 - Vessel External;01:732 - Vessel Lights & Leadthrough(s);01:732:023;603104;0;FLUORESCENT LIGHT FITTING T8 PUSH ON;4;7162;0;0;;3062/63-E11/E14 - Width Dependant;Pennine;FF;;2999;;Built;422G629;
01 - Vessel External;01:732 - Vessel Lights & Leadthrough(s);01:732:024;603019G;0;M4 Plastic Saddle Clip;6;7162;0;0;;3062/63-E11/E14 - Width Dependant;Pennine;C;;;;Built;422G629;
01 - Vessel External;01:733 - K5000 - O2 Wiring;0.550694444;910G520-VV10C;0;K5000 - O2 Wiring;1;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:733 - K5000 - O2 Wiring;01:733:014;6131432G;0;M8 Male - M8 Female 3 Pin Conn. Cable PUR/PVC 1M;1;7163;0;0;;3432-W15;Pennine;FF;;3046;;Built;430G657;
01 - Vessel External;01:735 - Vessel Standard Electrical Leadthrough Plates;0.552083333;908G817-5X1H+3X3H;0;Vessel Standard Electrical Leadthrough Plates;1;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:735 - Vessel Standard Electrical Leadthrough Plates;01:735:002;418G295;2;Electrical Leadthrough Flange (3 x FC Lane);3;7164;0;0;;X6, X7, X8;Pennine;FF;;4169;;Built;422G641;
01 - Vessel External;01:735 - Vessel Standard Electrical Leadthrough Plates;01:735:003;422G468;1;Electrical Leadthrough Flange (1 x FC Lane);4;7164;0;0;;X2, X3, X4, X5;Pennine;FF;;4169;;Built;422G641;
01 - Vessel External;01:735 - Vessel Standard Electrical Leadthrough Plates;01:735:004;239373;0;Seal O Ring RM1245-30 Nitrile;8;7164;0;0;;X1, X2, X3, X4, X5, X6, X7, X8;Pennine;C;;;;Built;422G641;
01 - Vessel External;01:735 - Vessel Standard Electrical Leadthrough Plates;01:735:005;421049;1;SOCKET CAP SCREW M8 x 20 GRADE 12.9;24;7164;0;0;;X1, X2, X3, X4, X5, X6, X7, X8;Pennine;C;;;;Built;422G641;
01 - Vessel External;01:735 - Vessel Standard Electrical Leadthrough Plates;01:735:006;421054;0;PLAIN WASHER M8;24;7164;0;0;;X1, X2, X3, X4, X5, X6, X7, X8;Pennine;C;;;;Built;422G641;
01 - Vessel External;01:735 - Vessel Standard Electrical Leadthrough Plates;01:735:007;422G464;0;ELECTRICAL LEADTHROUGH BLANKING FLANGE;1;7164;0;0;;X1;Pennine;FF;;4169;;Built;422G641;
01 - Vessel External;01:736 - K5 Expert / Vision DKC Panels - T03_7;0.552777778;911G990;0;K5 Expert / Vision DKC Panels - T03_7;1;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:736 - K5 Expert / Vision DKC Panels - T03_7;01:736:001;245G173;0;T03_7 Cubicle - Vessel Lighting Cubicle;1;8302;0;0;;;Pennine;FF;;5308;;Built;;
01 - Vessel External;01:736 - K5 Expert / Vision DKC Panels - T03_7;01:736:002;600114G;0;K5 Expert / Vision DKC Panels - T03_7 Cubicle - 400mm x 400mm x 120mm;1;8302;0;0;;Panel Builder to Buy;Pennine;FF;;;;Built;;
01 - Vessel External;01:745 - LEADTHROUGH BLANK;0.559027778;908G887;0;LEADTHROUGH BLANK;4;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:745 - LEADTHROUGH BLANK;01:745:001;301G086;2;LEADTHROUGH BLANK;4;7165;0;0;;;Pennine;FF;;4169;;Built;;
01 - Vessel External;01:745 - LEADTHROUGH BLANK;01:745:002;421101;0;Nut Full Hex M24;4;7165;0;0;;;Pennine;C;;;;Built;;
01 - Vessel External;01:745 - LEADTHROUGH BLANK;01:745:003;421069;0;PLAIN WASHER M24;4;7165;0;0;;;Pennine;C;;;;Built;;
01 - Vessel External;01:745 - LEADTHROUGH BLANK;01:745:004;239671G;0;Seal O Ring RM0355-30;4;7165;0;0;;;Pennine;C;;;;Built;;
01 - Vessel External;"01:750 - ""K5000-1650 24 Boat, 75mm Pitch, 2-Stage, 15kVA - 400V Transformer Assembly""";0.5625;908G227-400V;0;K5000-1650 24 Boat, 75mm Pitch, 2-Stage, 15kVA - 400V Transformer Assembly;1;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;"01:750 - ""K5000-1650 24 Boat, 75mm Pitch, 2-Stage, 15kVA - 400V Transformer Assembly""";01:750:001;709392G-400V;0;K5000-1650 24 Boat 75mm Pitch 2-Stage Trans Assem;1;7166;0;0;;;Pennine;FF;;3611;;Built;;
01 - Vessel External;01:751 - Source Interconnect Cables - 1650-HD-75 Pitch;0.563194444;910G123-1650-HD;0;Source Interconnect Cables - 1650-HD-75 Pitch;1;6973;0;0;;;Pennine;FF;;;;In Assembly;435G294;
01 - Vessel External;01:751 - Source Interconnect Cables - 1650-HD-75 Pitch;01:751:001;428G473-IT1;1;Transformer Secondary Cable (Live);6;7167;0;0;;Live;Pennine;FF;;2862;;Built;428G478;
01 - Vessel External;01:751 - Source Interconnect Cables - 1650-HD-75 Pitch;01:751:002;428G473-IT2;1;Transformer Secondary Cable (Live);12;7167;0;0;;Live;Pennine;FF;;2862;;Built;428G478;
01 - Vessel External;01:751 - Source Interconnect Cables - 1650-HD-75 Pitch;01:751:003;428G473-IT5;1;Transformer Secondary Cable (Live);2;7167;0;0;;Live;Pennine;FF;;2862;;Built;428G478;
01 - Vessel External;01:751 - Source Interconnect Cables - 1650-HD-75 Pitch;01:751:004;426G468-IT1;2;Welding Cable;16;7167;0;0;;Neutral;Pennine;FF;;2862;;Built;428G478;
01 - Vessel External;01:751 - Source Interconnect Cables - 1650-HD-75 Pitch;01:751:005;428G473-IT3;1;Transformer Secondary Cable (Live);12;7167;0;0;;Live;Pennine;FF;;2862;;Built;428G478;
01 - Vessel External;01:751 - Source Interconnect Cables - 1650-HD-75 Pitch;01:751:006;428G473-IT4;1;Transformer Secondary Cable (Live);2;7167;0;0;;Live;Pennine;FF;;2862;;Built;428G478;
01 - Vessel External;01:751 - Source Interconnect Cables - 1650-HD-75 Pitch;01:751:007;428G473-IT6;1;Transformer Secondary Cable (Live);14;7167;0;0;;Live;Pennine;FF;;2862;;Built;428G478;
02 - Vessel Internal;02:010 - MESH SCREENS;02:010;909G178-8IN DIA;0;MESH SCREENS;1;6974;0;0;;;Pennine;FF;;;;Pre-Assembly;435G164;
02 - Vessel Internal;02:010 - MESH SCREENS;02:010:M001;323G059;1;Mesh Screen 8IN Port;1;7016;0;0;;;Pennine;FF;;3739;;Built;424G087;
02 - Vessel Internal;02:010 - MESH SCREENS;02:010:S001;421172;1;SOCKET CAP SCREW M5 x 12 GRADE 12.9;4;7016;0;0;;;Pennine;C;;;;Built;424G087;
02 - Vessel Internal;02:010 - MESH SCREENS;02:010:S002;421164;0;WASHER PLAIN M5;4;7016;0;0;;;Pennine;C;;;;Built;424G087;
02 - Vessel Internal;02:010 - MESH SCREENS;02:010:S003;423458;0;Pipe Clip 6dia Enots 34-0218-04;4;7016;0;0;;;Pennine;C;;;;Built;424G087;
02 - Vessel Internal;02:015 - MESH SCREENS;02:015;909G178-12IN DIA;0;MESH SCREENS;1;6974;0;0;;;Pennine;FF;;;;Pre-Assembly;435G164;
02 - Vessel Internal;02:015 - MESH SCREENS;02:015:M001;403G003;1;Mesh Screen 12IN Port;1;7017;0;0;;;Pennine;FF;;3739;;Built;424G087;
02 - Vessel Internal;02:015 - MESH SCREENS;02:015:S001;421172;1;SOCKET CAP SCREW M5 x 12 GRADE 12.9;4;7017;0;0;;;Pennine;C;;;;Built;424G087;
02 - Vessel Internal;02:015 - MESH SCREENS;02:015:S002;421164;0;WASHER PLAIN M5;4;7017;0;0;;;Pennine;C;;;;Built;424G087;
02 - Vessel Internal;02:015 - MESH SCREENS;02:015:S003;423458;0;Pipe Clip 6dia Enots 34-0218-04;4;7017;0;0;;;Pennine;C;;;;Built;424G087;
02 - Vessel Internal;02:020 - Vessel Light Assembly K5000;02:020;906G696-1650;0;Vessel Light Assembly K5000;1;6974;0;0;;;Pennine;FF;;;;Pre-Assembly;435G164;
02 - Vessel Internal;02:020 - Vessel Light Assembly K5000;02:020:M1;414G772-1650;2;VESSEL LIGHT COVER;1;7018;41;0;Procure New;Qty Increased;Pennine;FF;;4075;;Built;;
02 - Vessel Internal;02:020 - Vessel Light Assembly K5000;02:020:M1;414G772-1650;2;VESSEL LIGHT COVER;1;7018;41;0;Procure New;Qty Increased;Pennine;FF;;3931;;Built;;
02 - Vessel Internal;02:020 - Vessel Light Assembly K5000;02:020:B2;421078;0;Terry Spring Clip 1.1/2IN;4;7018;41;0;Procure New;Qty Increased;Pennine;C;;;;Built;;
02 - Vessel Internal;02:020 - Vessel Light Assembly K5000;02:020:B2;421078;0;Terry Spring Clip 1.1/2IN;4;7018;41;0;Procure New;Qty Increased;Pennine;C;;;;Built;;
02 - Vessel Internal;02:020 - Vessel Light Assembly K5000;02:020:B3;422089G;0;Thumb Screw M6 x 15;12;7018;41;0;Procure New;Qty Increased;Pennine;FF;;4133;;Built;;
02 - Vessel Internal;02:020 - Vessel Light Assembly K5000;02:020:B3;422089G;0;Thumb Screw M6 x 15;12;7018;41;0;Procure New;Qty Increased;Pennine;FF;;2807;;Built;;
02 - Vessel Internal;02:020 - Vessel Light Assembly K5000;02:020:S1;421364;1;SOCKET CAP SCREW M4 x 8 GRADE 12.9;4;7018;41;0;Procure New;Qty Increased;Pennine;C;;;;Built;;
02 - Vessel Internal;02:020 - Vessel Light Assembly K5000;02:020:S1;421364;1;SOCKET CAP SCREW M4 x 8 GRADE 12.9;4;7018;41;0;Procure New;Qty Increased;Pennine;C;;;;Built;;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030;908G634-1650;0;Rotary Viewing Window Assembly;1;6974;0;0;;;Pennine;FF;;;;Pre-Assembly;435G164;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:M001;418G492-1650;1;ROTOR;1;7019;0;0;;;Pennine;FF;;4124;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:M002;418G393;0;Rotor End Stub Shaft;1;7019;0;0;;;Pennine;FF;;4124;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:M003;418G394;0;Rotor End Stub Shaft;1;7019;0;0;;;Pennine;FF;;4124;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:M004;418G299-1650;1;Shroud;1;7019;0;0;;;Pennine;FF;;3739;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:M005;418G311;2;Bracket motor mtg;1;7019;0;0;;;Pennine;FF;;4169;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:M006;418G303;3;Bracket;1;7019;0;0;;;Pennine;FF;;4169;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:M010;418G325;2;Heat Sink;1;7019;0;0;;;Pennine;FF;;4169;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:M011;418G392;0;stud;2;7019;0;0;;;Pennine;FF;;3739;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:M012;418G357;1;Motor Clamp;1;7019;0;0;;;Pennine;FF;;4169;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:M013;418G381;1;Thermal Sheet Pad;1;7019;0;0;;;Pennine;FF;;3052;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:M014;418G382;1;Thermal Sheet Pad;1;7019;0;0;;;Pennine;FF;;3052;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:M015;418G249-IT14;1;Key;1;7019;0;0;;;Pennine;FF;;3739;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:B003;232312;0;LENZE HUB U4-14 710;1;7019;0;0;;;Pennine;FF;;2808;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:B004;232313;0;LENZE HUB U4-75 766;1;7019;0;0;;;Pennine;FF;;2808;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:B005;232311;0;SPIDER U4-26 752;1;7019;0;0;;;Pennine;FF;;2808;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:B007;202236;0;BEARING PILLOW BLOCK MP 25;2;7019;0;0;;;Pennine;FF;;2808;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S001;421149;1;SOCKET CAP SCREW M10 x 20 GRADE 12.9;4;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S002;421210;1;SOCKET CAP SCREW M12 x 35 GRADE 12.9;4;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S003;4211388;1;SOCKET CAP SCREW M10 x 160 GRADE 12.9;2;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S005;421019;1;Socket Head Capscrew M6 x 20 GRADE 12.9;4;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S006;421418;0;Screw Socket Countersunk Head M6 x 16;8;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S008;421029;0;PLAIN WASHER M10;6;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S009;421030;0;PLAIN WASHER M12;4;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S010;421034;0;WASHER PLAIN M6;4;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S012;421054;0;PLAIN WASHER M8;3;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S013;421052;0;Nut Wing M8 Steel;3;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S014;421049;1;SOCKET CAP SCREW M8 x 20 GRADE 12.9;2;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S015;421826;0;Screw Caphead M6x12 Fine Thread (0.75);1;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:030 - Rotary Viewing Window Assembly;02:030:S017;421475;0;Washer Plain Large Dia. M8;2;7019;0;0;;;Pennine;C;;;;Built;421G808;
02 - Vessel Internal;02:050 - Vessel Collector Plate Assy;02:050;908G671-STD;0;Vessel Collector Plate Assy;1;6974;0;0;;;Pennine;FF;;;;Pre-Assembly;435G164;
02 - Vessel Internal;02:050 - Vessel Collector Plate Assy;02:050:M001;422G041;2;Collector Plate;1;7020;0;0;;;Pennine;FF;;4169;;Built;422G040;
02 - Vessel Internal;02:050 - Vessel Collector Plate Assy;02:050:M002;422G042;0;Collector Plate;1;7020;0;0;;;Pennine;FF;;4169;;Built;422G040;
02 - Vessel Internal;02:050 - Vessel Collector Plate Assy;02:050:M003;404G444;0;Spacer;5;7020;0;0;;;Pennine;FF;;3739;;Built;422G040;
02 - Vessel Internal;02:050 - Vessel Collector Plate Assy;02:050:M004;422G043;1;Collector Plate;1;7020;0;0;;;Pennine;FF;;4169;;Built;422G040;
02 - Vessel Internal;02:050 - Vessel Collector Plate Assy;02:050:S001;421208;0;SCREW PANHEAD M6x10;5;7020;0;0;;;Pennine;C;;;;Built;422G040;
02 - Vessel Internal;02:070 - Mechanism Traverse Limit Switch Positions (Vessel);02:070;908G508;0;Mechanism Traverse Limit Switch Positions (Vessel);1;6974;0;0;;;Pennine;FF;;;;Pre-Assembly;435G164;
02 - Vessel Internal;02:070 - Mechanism Traverse Limit Switch Positions (Vessel);02:070:M001;425G177;0;Flag Closed Proxi Switch;1;7021;0;0;;;Pennine;FF;;4169;;Built;421G171;2
02 - Vessel Internal;02:070 - Mechanism Traverse Limit Switch Positions (Vessel);02:070:S001;421033;1;SOCKET CAP SCREW M6 x 12 GRADE 12.9;5;7021;0;0;;;Pennine;C;;;;Built;421G171;2
